clean_review,sentiment,dominant_topic
nice novelty sort waste screen great sound easy set screen seems sort wasteful playing maybe capability work digital picture frame certain yet able set one picture multiple would nice could used hulu netflix stuff since picture sound clear like visual shopping lists still worth purchase good want must maybe tapped,Neutral,1
says missing one key feature nothing spectacular item also nothing majorly wrong biggest flaw geared kids way found searching settings online lock touch screen video keeps playing child hits screen means lots times helping get back movie show rather relaxing like ipad guided access activated,Neutral,1
good reader substitute ipad really good tablet reading minimal internet usage,Neutral,0
decent wanted see would work super accurate kind fun,Neutral,1
feels cheap opinion model small feels cheap sd card slot,Neutral,4
ok tablet ok tablet need amazon account order download free apps,Neutral,0
frustrating compared android much harder work android none wallpaper apps downloaded kindle store work device many apps look cheap display wise prettier responsive cheaper tablet make look like android tablet google play everything harder work regular android tablet exceeds expectations responsive models fire,Neutral,0
like second kindle realize paper white difference took back store exchanged paper white easy read,Neutral,2
apps easy navigate download apps device,Neutral,1
okay great first time tablet advanced options available,Neutral,0
good tablet designed good tablet smooth high end tablets limited amazon expect much android ipad like mine continue use recommend using one buying,Neutral,0
